record_type,form_id_number,eain_id,election_authority_id_number,state_issued
E,9555171,1365,01945,FL
E,9555173,2,00136142-50,MI
E,9555181,3,34541,FL
E,9555183,4,34539,FL
E,9555184,5,34540,FL
E,9555185,6,34733,FL
E,9555203,7,000617-1,MI
E,9555208,8,A01199,NY
E,9555225,11,VA-03-040,VA
E,9555233,12,S7437,IL
E,9555234,13,S7410,IL
E,9555236,16,991225,CA
E,9555241,18,149,OH
E,9555246,20,508812-5,MI
E,9555248,21,7900442,PA
E,9555259,23,1254911,CA
E,9555264,26,741623,CA
E,9555265,27,742986,CA
E,9555271,28,2203407,NC
E,9555272,29,C031055,MO
E,9555273,30,C031118,MO
E,9555285,31,830078,CA
E,9555287,1364,922979,CA
E,9555288,33,1245177,CA
E,9555289,34,891390,CA
E,9555291,35,1222280,CA
E,9555292,36,950393,CA
E,9555293,37,745825,CA
E,9555303,38,not received yet,MI
E,9555308,39,not received yet,FD
E,9555311,40,not received yet,MI
E,9555314,41,not received yet,FD
E,9555316,42,000819-3,MI
E,9555322,559,37683,FL
E,9555329,1366,992310,CA
E,9555331,133,000113,OR
E,9555346,47,1239530,CA
E,9555347,48,C00386821,FD
E,9555347,49,A00597,NY
E,9555387,51,41820,TX
E,9555404,52,5620591,CO
E,9555408,54,500113-6,MI
E,9555431,55,260044471,FD
E,9555434,56,02-0698814,FD
E,9555442,57,1256032,CA
E,9555446,58,1256272,CA
E,9555447,59,1254323,CA
E,9555453,60,1234644,CA
E,9555458,61,1255848,CA
E,9555483,62,5014004,NC
E,9555508,63,500217,WI
E,9555512,64,6084,IA
E,9555525,1813,C000752,MO
E,9555530,1809,C010014,MO
E,9555544,82,37627,FL
E,9555549,84,1256357,CA
E,9555561,85,80008,MN
E,9555569,86,19991400125,CO
E,9555571,87,1271,AZ
E,9555578,88,1950,CA
E,9555613,90,80008,MN
E,9555624,91,51-0447963,FD
E,9555654,96,8100262,PA
E,9555673,99,7800065,NC
E,9555688,100,34623,TX
E,9555694,101,C000685,MO
E,9555697,103,A06968,NY
E,9555704,104,910256,VA
E,9555709,105,C00387308 ,FD
E,9555712,106,1257244,CA
E,9555716,107,743103,CA
E,9555721,109,0054148,TX
E,9555725,110,1256989,CA
E,9555727,111,99-4920,IN
E,9555732,112,A00698,NY
E,9555732,113,S0000013844Q2003,NJ
E,9555736,114,1256055,CA
E,9555737,115,1255584,CA
E,9555755,120,593698195,FD
E,9555759,121,C00383224,FD
E,9555769,122,1255848,CA
E,9555774,123,C00389031,FD
E,9555776,124,SEIULO0002,CT
E,9555790,127,2002358,PA
E,9555801,1338,910268,VA
E,9555803,129,1255848,CA
E,9555810,134,1258324,CA
E,9555812,135,1255848,CA
E,9555816,136,03-060,VA
E,9555830,1992,00021162,TX
E,9555835,139,C00383224,FD
E,9555839,140,4649,OR
E,9555842,142,1257442,CA
E,9555844,143,1258377,CA
E,9555855,144,1258399,CA
E,9555863,145,A03315,NY
E,9555870,146,c00172387,FD
E,9555870,147,9900241,PA
E,9555882,149,A01199,NY
E,9555890,150,W00427,NY
E,9555891,151,20035620922,CO
E,9555893,152,1257389,CA
E,9555895,153,004667,OR
E,9555909,154,1257293,CA
E,9555924,155,1254526,CA
E,9555925,156,1252579,CA
E,9555926,157,1256453,CA
E,9555960,315,1257992,CA
E,9555966,160,37796,FL
E,9555969,161,37796,FL
E,9555977,162,20035621882,CO
E,9555985,163,1111,FL
E,9555986,164,37796,FL
E,9555991,165,950772,CA
E,9556010,166,C00216358,FD
E,9556022,167,A18008,NY
E,9556033,168,850288,CA
E,9556036,169,982314,CA
E,9556037,170,742855,CA
E,9556041,172,743579,CA
E,9556045,175,1243099,CA
E,9556046,176,972104,CA
E,9556052,177,1243030,CA
E,9556059,178,VA03-078,VA
E,9556072,179,1255584,CA
E,9556073,180,47-0660080,IA
E,9556074,181,C0039032,FD
E,9556081,182,1235397,CA
E,9556082,183,810370,CA
E,9556084,184,37731,FL
E,9556085,185,03-081,VA
E,9556087,186,1222280,CA
E,9556093,187,00053985,TX
E,9556102,188,C00387340,FD
E,9556115,191,980020,CA
E,9556116,192,1228522,CA
E,9556117,193,6063,IA
E,9556122,195,880397,CA
E,9556126,197,747285,CA
E,9556128,201,902565,CA
E,9556130,203,981521,CA
E,9556131,205,1240727,CA
E,9556133,206,200202496,AZ
E,9556138,207,ACM2003,LA
E,9556138,208,VA-03-019,VA
E,9556139,209,1259953,CA
E,9556148,210,C00261701,FD
E,9556148,211,501192,WI
E,9556151,214,950309,CA
E,9556156,215,C000146,MO
E,9556157,216,52716,TX
E,9556158,217,980020,CA
E,9556160,218,86-1086727,MA
E,9556162,219,1249787,CA
E,9556166,220,00376343,FD
E,9556172,221,C001010,MO
E,9556174,222,1256989,CA
E,9556183,223,980020,CA
E,9556197,225,03-095,VA
E,9556198,226,37870,FL
E,9556204,227,IS000010944Q95,NJ
E,9556206,228,37700,FL
E,9556224,229,231444,MI
E,9556236,230,S0000015744Q2003,NJ
E,9556239,231,C00393140,FD
E,9556239,232,501250,WI
E,9556240,233,37866,FL
E,9556242,489,applied for,CA
E,9556243,235,1260683,CA
E,9556244,236,1260606,CA
E,9556256,237,1260178,CA
E,9556261,274,003190,OR
E,9556271,239,S8453,IL
E,9556272,240,1257891,CA
E,9556274,278,004054,OR
E,9556277,242,972104,CA
E,9556279,243,882292,CA
E,9556280,1337,850007,CA
E,9556288,286,P40003188,FD
E,9556293,246,7000008,NC
E,9556295,247,880397,CA
E,9556313,255,297-317,OK
E,9556313,256,VA-910-222,VA
E,9556324,257,1296,AZ
E,9556330,258,9200457,PA
E,9556332,259,A256-305,MD
E,9556337,260,00054323,TX
E,9556341,261,34623,TX
E,9556342,262,A06968,NY
E,9556345,279,1254179,CA
E,9556346,264,1260557,CA
E,9556347,265,1257197,CA
E,9556361,266,2002392,PA
E,9556362,267,8100286,PA
E,9556378,268,2001-231,PA
E,9556404,271,P-2003-005,MI
E,9556414,275,37380,FL
E,9556460,276,37519,FL
E,9556497,280,1261808,CA
E,9556520,281,37974,FL
E,9556537,282,500217,WI
E,9556589,283,20-0130322,FD
E,9556614,284,143507,KY
E,9556725,301,A667,MD
E,9556731,302,34623,TX
E,9556736,303,9200457,PA
E,9556737,304,A06968,NY
E,9556742,305,A256-305,MD
E,9556776,306,1261450,CA
E,9556790,307,901225,VA
E,9556795,308,7400007,NC
E,9556797,309,1793,OH
E,9556812,310,1233417,CA
E,9556817,311,1234930,CA
E,9556843,312,C00387118,FD
E,9556847,313,1260412,CA
E,9556848,314,Pending,CA
E,9556882,316,1262440,CA
E,9556883,317,A00687,NY
E,9556886,318,511690-0,MI
E,9556889,319,000175,OR
E,9556917,320,Pending,CA
E,9556937,323,S2800,IL
E,9556940,324,1262847,CA
E,9556947,325,1263296,CA
E,9556959,326,962965,CA
E,9556960,327,1262029,CA
E,9556961,328,742855,CA
E,9557015,333,S-8662,IL
E,9557018,334,1263334,CA
E,9557019,335,143747,KY
E,9557023,336,AO4177,NY
E,9557025,337,99489,IN
E,9557039,344,38145,FL
E,9557040,1367,7500017,NC
E,9557052,346,1263368,CA
E,9557060,348,0054804,TX
E,9557063,350,742422,CA
E,9557069,351,1111,FL
E,9557071,352,14544,TX
E,9557075,353,C00392456,CA
E,9557098,354,C000405,MO
E,9557099,355,01000,GA
E,9557104,356,7900366,PA
E,9557109,1370,922979,CA
E,9557113,358,A13045,NY
E,9557127,359,CM-MCF-03,FL
E,9557135,361,A256-305,MD
E,9557138,362,9200457,PA
E,9557139,363,34623,TX
E,9557140,364,901225,VA
E,9557141,365,1793,OH
E,9557142,366,7400007,NC
E,9557143,367,A06968,NY
E,9557145,368,1263296,CA
E,9557158,369,c00392134,FD
E,9557168,1339,37683,FL
E,9557171,371,3929,FL
E,9557229,390,38159,FL
E,9557230,391,38159,FL
E,9557243,392,9300101,PA
E,9557243,393,R0000007744,NJ
E,9557243,394,,DE
E,9557244,1352,000585,DE
E,9557244,1353,9300101,PA
E,9557244,1354,R0000007744,NJ
E,9557272,1350,R0000007744,NJ
E,9557272,1351,9300101,PA
E,9557358,400,OH1179,OH
E,9557381,401,990683,AZ
E,9557450,402,t0000013544Q2003,NJ
E,9557450,403,a 18040,NY
E,9557466,421,T0000013544Q2003,NJ
E,9557466,422,A 18040,NY
E,9557476,423,T0000013544Q2003,NJ
E,9557476,424,A 18040,NY
E,9557478,425,NEW,NV
E,9557509,426,501036,WI
E,9557509,427,9700,IA
E,9557509,428,03841,GA
E,9557509,429,782200,CA
E,9557521,1075,N-2003C-0011,NY
E,9557560,431,743103,CA
E,9557564,432,743103,CA
E,9557566,1814,C010014,MO
E,9557607,442,C031263,MO
E,9557623,443,T0000002733,NJ
E,9557623,444,4503,FL
E,9557623,445,41,NV
E,9557623,446,91-166,VA
E,9557635,447,2001113,PA
E,9557656,448,00054858,TX
E,9557662,449,C041295,MO
E,9557665,450,7300068,NC
E,9557667,451,00054816,TX
E,9557668,452,741623,CA
E,9557669,453,741623,CA
E,9557684,454,37528,FL
E,9557702,612,S-0000-0003-33002,NJ
E,9557709,457,1263285,CA
E,9557717,1368,922979,CA
E,9557718,1369,922979,CA
E,9557750,460,200493193,AZ
E,9557762,461,005-2004,AZ
E,9557769,462,1262790,CA
E,9557770,463,5122239,MI
E,9557773,464,36488,FL
E,9557775,465,03077,VA
E,9557782,466,512258,MI
E,9557793,474,746239,CA
E,9557822,467,1256453,CA
E,9557823,468,1243725,CA
E,9557824,469,982715,CA
E,9557825,470,1236337,CA
E,9557826,471,1232019,CA
E,9557827,472,992274,CA
E,9557828,473,1239810,CA
E,9557863,476,1237697,CA
E,9557864,477,849,IL
E,9557887,479,99-3992,MI
E,9557890,480,99-3992,IN
E,9557926,481,972104,CA
E,9557938,482,16089,MN
E,9557948,483,1266091,CA
E,9557951,484,00054816,TX
E,9557952,485,00054858,TX
E,9557963,486,223900243,NY
E,9557975,487,A18397,NY
E,9557983,488,1266370,CA
E,9557991,490,200493093,AZ
E,9558000,491,37935,FL
E,9558002,492,37856,FL
E,9558004,493,38159,FL
E,9558006,494,37933,FL
E,9558007,495,37928,FL
E,9558010,496,6084,IA
E,9558021,497,4957,IN
E,9558037,498,T0000013544Q2003,NJ
E,9558037,499,a 18040,NY
E,9558055,504,1233,AZ
E,9558092,502,470660080,IA
E,9558102,503,80015,MN
E,9558116,505,1233,AZ
E,9558123,506,000648-6,MI
E,9558147,507,223754441,FD
E,9558206,508,1265177,CA
E,9558214,509,A01199,NY
E,9558344,516,7800065,NC
E,9558415,517,1243867,CA
E,9558417,518,1243099,CA
E,9558418,519,512258-5,MI
E,9558451,536,1259349,CA
E,9558463,537,00248,MN
E,9558464,538,1249641,CA
E,9558472,539,1266747,CA
E,9558495,540,9659,IA
E,9558500,541,1266221,CA
E,9558501,542,1223801,CA
E,9558513,543,1011,NV
E,9558515,544,1267041,CA
E,9558516,545,1254260,CA
E,9558520,546,Pending,WI
E,9558524,547,1258976,CA
E,9558546,548,CO-31187,MO
E,9558550,549,C00402982,FD
E,9558551,550,297191,OK
E,9558563,553,04516,FL
E,9558612,552,990869,AZ
E,9558633,554,527,FD
E,9558642,555,1263014,CA
E,9558650,556,204019,OK
E,9558652,557,1261450,CA
E,9558653,558,104331,WI
E,9558678,561,001579,OR
E,9558690,562,983395,CA
E,9558697,563,Pending,CA
E,9558705,564,20035620591,CO
E,9558736,565,C001010,MO
E,9558737,566,BI1189,OH
E,9558740,567,00055820,TX
E,9558741,568,C000863,MO
E,9558742,569,C000863,MO
E,9558748,570,1266426,CA
E,9558751,571,1266605,CA
E,9558778,572,cc000865,HI
E,9558781,573,AOO 941,NY
E,9558793,574,41346,FL
E,9558799,585,38080,FL
E,9558817,576,0990787,AZ
E,9558839,577,1267583,CA
E,9558892,579,2001185,PA
E,9558903,580,970770,CA
E,9558910,581,04-058,VA
E,9558960,582,41364,FL
E,9558968,583,Pending,CA
E,9558973,584,YESGC666,WA
E,9558991,586,A06968,NY
E,9558992,587,7400007,NC
E,9558993,588,1793,OH
E,9558994,589,901225,VA
E,9558995,590,34623,TX
E,9558997,591,A256-305,MD
E,9558998,592,9200457,PA
E,9559006,593,15996,MN
E,9559012,594,54804,TX
E,9559060,595,1260606,CA
E,9559099,596,A18817,NY
E,9559103,597,A18343,NY
E,9559148,1993,00050327,TX
E,9559295,613,1271227,CA
E,9559420,632,C00406355,FD
E,9559470,633,20095542,FL
E,9559508,635,980020,CA
E,9559527,636,1263368,CA
E,9559715,652,1244100,CA
E,9559776,677,004911,OR
E,9559850,672,C000547,MO
E,9559852,673,C000537,MO
E,9559864,674,none,WA
E,9559869,675,04-071,VA
E,9559877,676,7114,IL
E,9559900,678,1271476,CA
E,9559910,1372,00016923,TX
E,9559932,680,9200457,PA
E,9559933,681,1245358,CA
E,9559937,682,S0000013844Q2003,NJ
E,9559937,683,A00698,NY
E,9559945,685,000530,DE
E,9559957,686,40248,IL
E,9559959,687,A07119,NY
E,9559960,688,41396,FL
E,9559961,689,1255606,CA
E,9559964,691,A256-305,MD
E,9559967,692,34623,TX
E,9559969,693,1793,OH
E,9559970,694,7400007,NC
E,9559972,695,A06968,NY
E,9559973,696,901225,VA
E,9560000,698,470660080,IA
E,9560001,699,02102,NV
E,9560041,700,C00378380,FD
E,9560109,701,A11728,NY
E,9560114,702,1249905,CA
E,9560152,703,41435,FL
E,9560327,704,S8678,IL
E,9560329,705,15570,GA
E,9560336,706,990359,CA
E,9560343,707,00404301,FD
E,9560357,708,000175,OR
E,9560433,710,950309,CA
E,9560450,711,STA-C3188N-C-001,NC
E,9560462,712,STA-C3188N-C-001,NC
E,9560476,713,1222022,CA
E,9560491,722,2090,FL
E,9560534,714,2006-02683,AZ
E,9560562,724,A12482,NY
E,9560579,716,41356,FL
E,9560591,717,1240172,CA
E,9560592,718,1254378,CA
E,9560684,719,990394,CA
E,9560701,720,A341,MD
E,9560707,721,7900442,PA
E,9560783,723,C00405316,FD
E,9560889,725,9200457,PA
E,9560890,726,A256-305,MD
E,9560894,727,34623,TX
E,9560896,728,901225,VA
E,9560897,729,1793,OH
E,9560899,730,7400007,NC
E,9560900,731,A06968,NY
E,9561079,749,01332,AZ
E,9561081,750,822768,CA
E,9561082,751,1999140009,CO
E,9561086,769,00835,GA
E,9561089,770,3049,IL
E,9561090,771,99-1979,IN
E,9561093,772,A836,MD
E,9561094,773,40741,MN
E,9561100,774,A00587,NY
E,9561102,775,7800012,NC
E,9561103,776,OH258,OH
E,9561105,777,101,OR
E,9561106,778,8200393,PA
E,9561108,779,16640,TX
E,9561110,780,91-129,VA
E,9561113,781,500707,WI
E,9561117,782,GY2005-25/PC,AZ
E,9561123,783,VA05-012,VA
E,9561141,785,11783,MA
E,9561164,786,1273063,CA
E,9561166,787,000582,DE
E,9561167,788,80320,MA
E,9561168,789,003847,MI
E,9561169,790,6218,IA
E,9561171,791,C000610,MO
E,9561179,792,9200457,PA
E,9561180,793,A256-305,MD
E,9561181,794,9200457,PA
E,9561183,795,34623,TX
E,9561184,796,901225,VA
E,9561185,797,1793,OH
E,9561186,798,7400007,NC
E,9561187,799,A06968,NY
E,9561200,800,1452,AZ
E,9561201,801,1452,AZ
E,9561204,802,C051042,MO
E,9561237,804,S8707,IL
E,9561264,805,1266217,CA
E,9561275,806,16-1714933,PA
E,9561278,807,6005001,NC
E,9561287,808,C000400,MO
E,9561307,809,500217,WI
E,9561308,810,747285,CA
E,9561310,811,521426,MI
E,9561322,812,7900406,PA
E,9561336,1342,910268,VA
E,9561339,814,1249831,CA
E,9561340,815,15996,MN
E,9561342,816,L 12323,IL
E,9561359,817,41599,FL
E,9561360,818,41608,FL
E,9561366,819,16-1714933,PA
E,9561369,821,742422,CA
E,9561376,822,200602701,AZ
E,9561381,823,VA-910-222,VA
E,9561381,824,297-317,OK
E,9561397,825,742986,CA
E,9561401,826,742855,CA
E,9561404,827,98-03258,TN
E,9561413,828,741623,CA
E,9561416,829,970770,CA
E,9561418,830,1275636,CA
E,9561419,1371,922979,CA
E,9561429,832,00056320,TX
E,9561432,833,745825,CA
E,9561433,834,950393,CA
E,9561434,835,1242650,CA
E,9561447,836,153720,MI
E,9561458,837,H6FL09088,FD
E,9561484,838,1275095,CA
E,9561485,839,C051058,MO
E,9561495,840,1271227,CA
E,9561500,841,1262622,CA
E,9561501,842,1266480,CA
E,9561502,843,H6FL11118,FL
E,9561509,844,C041427,MO
E,9561510,845,C051057,MO
E,9561511,846,747285,CA
E,9561513,847,A18780,NY
E,9561517,848,COALQC 291,WA
E,9561526,878,41660,FL
E,9561554,869,20025800012,CO
E,9561555,870,00017358,TX
E,9561569,871,1266955,CA
E,9561578,872,2005-02,AZ
E,9561580,873,2005-03,AZ
E,9561603,1290,00056765,TX
E,9561608,1340,910268,VA
E,9561612,876,000113,OR
E,9561632,877,S 00879,IL
E,9561644,879,00043080,TX
E,9561645,880,1111,FL
E,9561646,881,1272722,CA
E,9561647,882,1264274,CA
E,9561649,883,6084,IA
E,9561664,884,1237101,CA
E,9561692,1780,C000452,MO
E,9561722,886,41352,FL
E,9561723,887,41353,FL
E,9561757,888,W00633,NY
E,9561762,889,932123,CA
E,9561763,1375,870449,CA
E,9561764,891,41676,FL
E,9561765,892,921655,CA
E,9561783,893,470660080,IA
E,9561806,895,00015750,TX
E,9561810,896,1276521,CA
E,9561817,897,9200457,PA
E,9561818,898,A256-305,MD
E,9561821,899,34623,TX
E,9561822,900,901225,VA
E,9561823,901,1793,OH
E,9561824,902,7400007,NC
E,9561825,903,A06968,NY
E,9561827,904,1241102,CA
E,9561828,1304,1241102,CA
E,9561851,905,FID2405,IL
E,9561911,906,1238458,CA
E,9561912,907,1277746,CA
E,9561974,908,37866,FL
E,9561995,909,V0200 0005 44 Q2005,NJ
E,9562002,910,41748,FL
E,9562006,911,1277975,CA
E,9562007,912,1277974,CA
E,9562055,913,204033,OK
E,9562056,914,204036,OK
E,9562057,915,204037,OK
E,9562058,916,204034,OK
E,9562059,917,204035,OK
E,9562068,918,000113,OR
E,9562103,919,C041446,MO
E,9562103,920,41344,FL
E,9562103,921,ACM2003,LA
E,9562103,922,VA-03-019,VA
E,9562132,923,40909,MN
E,9562133,924,A4361,MD
E,9562178,1341,000603-1,MI
E,9562274,926,19991400367 and 20035620865,CO
E,9562282,927,LA1222,OH
E,9562289,928,1260412,CA
E,9562297,929,99-3268,IN
E,9562337,931,p40002644,FD
E,9562391,939,1277874,CA
E,9562395,940,512544-8,MI
E,9562397,941,00053491,TX
E,9562401,942,1277783,CA
E,9562450,944,9825,OH
E,9562505,945,37856,FL
E,9562508,946,8684,FL
E,9562511,947,05-065,VA
E,9562524,948,512537,MI
E,9562530,949,1278808,CA
E,9562555,953,2005218,PA
E,9562577,954,1276521,CA
E,9562578,955,Pending,VA
E,9562580,956,1279809,CA
E,9562599,957,C00080655,FD
E,9562612,958,C041088,MO
E,9562626,959,00057959,TX
E,9562640,960,1279891,CA
E,9562649,962,7900366,PA
E,9562654,963,822973,CA
E,9562659,964,781853,CA
E,9562664,965,6084,IA
E,9562666,966,1263362,CA
E,9562679,967,2017,FL
E,9562683,968,75-3201453,AZ
E,9562697,969,41720,FL
E,9562702,970,1254010,CA
E,9562704,971,00033283,TX
E,9562708,972,1243454,CA
E,9562710,973,1280318,CA
E,9562713,974,S8912,IL
E,9562738,978,05-071,VA
E,9562744,979,CP1237,OH
E,9562746,980,A4530,MD
E,9562766,981,1276521,CA
E,9562780,2476,41940,FL
E,9562785,983,A17520,NY
E,9562797,984,C00416164,FD
E,9562811,985,41949,FL
E,9562817,986,76-0797701,FD
E,9562824,987,1281517,CA
E,9562825,988,1280947,CA
E,9562835,989,200493193,AZ
E,9562836,990,1223957,CA
E,9562838,991,1281559,CA
E,9562843,992,205021,OK
E,9562844,993,204057,OK
E,9562845,994,204025,OK
E,9562846,995,205004,OK
E,9562847,996,204018,OK
E,9562848,997,203065,OK
E,9562852,998,00015750,TX
E,9562854,999,00058201,TX
E,9562859,1000,1280318,CA
E,9562860,1001,C00416644,FD
E,9562861,1002,1279586,CA
E,9562873,1003,00016923,TX
E,9562874,1004,1267583,CA
E,9562877,1005,20-3863148,FD
E,9562881,1006,941786,CA
E,9562883,1007,1271278,CA
E,9562893,1009,STAQN9C7OC001,NC
E,9562915,1010,500217,WI
E,9562924,1011,1270810,CA
E,9562926,1012,05-119 ,VA
E,9562936,1013,1277064,CA
E,9562937,1014,6084,IA
E,9562946,1015,C00416768,FD
E,9562952,1016,not assigned yet,FL
E,9562956,1017,1280945,CA
E,9562968,1018,34368,FL
E,9562971,1019,34726,FL
E,9562988,1020,37652,FL
E,9562989,1021,511482,MI
E,9562994,1022,742051,CA
E,9563001,1023,00058440,TX
E,9563029,1045,42518,TX
E,9563037,1025,991323,CA
E,9563038,1026,971891,CA
E,9563039,1027,1252579,CA
E,9563056,1028,PEND,CA
E,9563089,1029,41962,FL
E,9563098,1030,990906,AZ
E,9563103,1032,1245358,CA
E,9563105,1033,100501,DE
E,9563113,1034,1262029,CA
E,9563156,1071,A21027,NY
E,9563175,1036,00058206,TX
E,9563178,1037,9200457,PA
E,9563179,1038,A256-305,MD
E,9563182,1039,34623,TX
E,9563183,1040,901225,VA
E,9563184,1041,1793,OH
E,9563185,1042,7400007,NC
E,9563186,1043,A06968,NY
E,9563193,1762,C00417337,FD
E,9563226,1046,COALQC 291,WA
E,9563292,1047,A12425,NY
E,9563296,1048,02-035,VA
E,9563297,1049,00540-5,MI
E,9563299,1050,02-039,VA
E,9563316,1051,91-274,VA
E,9563323,1053,OH273,OH
E,9563326,1054,S000003033,NJ
E,9563332,1055,02-032,VA
E,9563333,1056,A009000,NY
E,9563352,1058,900026,WI
E,9563373,1059,02-040,VA
E,9563375,1060,A01226,NY
E,9563381,1061,00036171,TX
E,9563387,1062,1280148,CA
E,9563394,1064,741623,CA
E,9563395,1065,741623,CA
E,9563403,1066,FID1216,IL
E,9563492,1070,K0000001622,NJ
E,9563525,1069,C061029,MO
E,9563680,1073,00057959,TX
E,9563698,1074,000113,OR
E,9563727,1346,910268,VA
E,9563744,1077,AFFOHC312,WA
E,9563746,1078,930974,CA
E,9563753,1079,223754441,FD
E,9563759,1080,A01347,NY
E,9563761,1081,002764,OR
E,9563764,1347,02-006,VA
E,9563765,1083,596006,CA
E,9563766,1084,743787,CA
E,9563770,1085,1233884,CA
E,9563779,1086,1245696,CA
E,9563783,1087,5275,OR
E,9563802,1088,C061016,MO
E,9563824,1089,990697,CA
E,9563841,1090,37329,FL
E,9563844,1091,A308,MD
E,9563845,1092,200035620865,CO
E,9563851,1956,C000608,MO
E,9563855,1094,VA-03-031,VA
E,9563865,1095,99-051,VA
E,9563873,1096,910367,VA
E,9563874,1097,1220370,CA
E,9563875,1098,802446,CA
E,9563884,1106,C00388827,FD
E,9563889,1099,5216,IN
E,9563891,1103,381248376,FD
E,9563913,1104,383547552,FD
E,9563914,1105,41876,FL
E,9563916,1140,C00344333,FD
E,9563919,1107,511622,MI
E,9563920,1108,943103,CA
E,9563922,1110,00-055,VA
E,9563934,1109,16730,TX
E,9563950,1111,80771,MA
E,9563950,1112,200602724,AZ
E,9563950,1113,0059-J-0000,DE
E,9563950,1114,861-388,CA
E,9563950,1115,V 0000 0008 33Q,NJ
E,9563950,1116,AO7227,NY
E,9563950,1117,8100151,PA
E,9563965,1118,1281286,CA
E,9563966,1119,941614,CA
E,9563967,1120,822138,CA
E,9563969,1121,1282257,CA
E,9563970,1122,940906,CA
E,9563971,1123,870598,CA
E,9563972,23464,1268772,CA
E,9563973,1125,1247996,CA
E,9563974,1126,902797,CA
E,9563975,1127,746373,CA
E,9563976,1128,1245333,CA
E,9563977,1165,1241294,CA
E,9563978,1130,1258295,CA
E,9563979,1131,831561,CA
E,9563980,1132,STA-C3411N-C-001,NC
E,9563990,1133,1492,OH
E,9563996,1134,fec-198984,FD
E,9564006,1135,870068,CA
E,9564010,1136,2057,FL
E,9564011,1137,501207,WI
E,9564015,1138,00-055,VA
E,9564018,1139,40000042Q,NJ
E,9564026,1142,000728-6,MI
E,9564027,1143,742422,CA
E,9564029,1145,001054-6,MI
E,9564031,1146,002476-0,MI
E,9564038,1148,25759,FL
E,9564039,1149,501207,WI
E,9564041,1150,1271711,CA
E,9564042,1151,00015670,TX
E,9564044,1153,791950,CA
E,9564045,1154,511622,MI
E,9564046,1155,1261404,CA
E,9564047,1156,1254323,CA
E,9564048,1157,1256272,CA
E,9564061,1159,A12483,NY
E,9564067,1160,91-2067788,FD
E,9564069,1166,A187,MD
E,9564092,1162,90-0039063,CA
E,9564097,1164,00015548,TX
E,9564106,1167,1266221,CA
E,9564107,1168,1280464,CA
E,9564110,1169,30593,MN
E,9564113,1170,512674-3,MI
E,9564115,1171,A19383,NY
E,9564122,1172,80,OR
E,9564127,1343,000603-1,MI
E,9564135,1182,30865,FL
E,9564137,1174,62-470801,TX
E,9564138,1175,FID3746,IL
E,9564139,1344,000603-1,MI
E,9564141,1177,830078,CA
E,9564142,1178,991225,CA
E,9564144,1179,742855,CA
E,9564145,1180,990831,CA
E,9564146,1181,990831,CA
E,9564149,1345,581621663,FD
E,9564154,1184,7900387,PA
E,9564158,1186,applied for,CA
E,9564167,1187,930696435,OR
E,9564182,1188,930696435,OR
E,9564189,1189,910629,CA
E,9564190,1190,00016168,TX
E,9564197,1191,00015923,TX
E,9564204,1192,19991400026,CO
E,9564217,1193,A4701,MD
E,9564222,1194,1242650,CA
E,9564249,1195,C000864,MO
E,9564253,1196,901422,CA
E,9564257,1197,A415,MD
E,9564262,1198,1283783,CA
E,9564266,1199,1275989,CA
E,9564271,1200,1261580,CA
E,9564277,1202,1239482,CA
E,9564279,1203,1275549,CA
E,9564286,1204,1271476,CA
E,9564288,1205,950541,CA
E,9564290,1206,1283839,CA
E,9564291,1207,1283843,CA
E,9564292,1208,1283837,CA
E,9564293,1209,1283845,CA
E,9564295,1210,1283841,CA
E,9564314,1211,201616608,FD
E,9564316,1212,1283921,CA
E,9564319,1213,A00546,NY
E,9564328,1214,005115,OR
E,9564331,1215,9000350,PA
E,9564337,1216,00016114,TX
E,9564376,1217,00031537,TX
E,9564380,1218,1233722,CA
E,9564381,1219,1283696,CA
E,9564383,1220,920370,CA
E,9564384,1222,743103,CA
E,9564385,1221,1239589,CA
E,9564386,1223,1235550,CA
E,9564387,1224,822974,CA
E,9564388,1225,741831,CA
E,9564391,1226,41608,FL
E,9564397,1276,000039,OR
E,9564398,1228,991798,CA
E,9564400,1229,1221080,CA
E,9564411,1230,1258377,CA
E,9564443,1233,1222355,CA
E,9564444,1231,C00419606,FD
E,9564445,1232,983545,CA
E,9564447,1234,1237398,CA
E,9564449,1235,13726,MA
E,9564450,1236,C00359661,FD
E,9564460,1238,2217401,NC
E,9564472,1239,A00546,NY
E,9564473,1240,A12517,NY
E,9564488,1241,A17974,NY
E,9564495,1242,5275,OR
E,9564497,1243,1283201,CA
E,9564518,1244,1284716,CA
E,9564522,1245,S00001544G2003,NJ
E,9564529,1248,505912-6,MI
E,9564533,1246,500030,WI
E,9564534,1247,900036,WI
E,9564538,1249,7537,IL
E,9564544,1250,746018,CA
E,9564547,1251,LA1269,OH
E,9564552,1252,91-2068691,WA
E,9564553,1253,91-2068691,WA
E,9564559,1254,2873,FL
E,9564564,1255,1284929,CA
E,9564591,1256,1245696,CA
E,9564593,1257,990493,CA
E,9564600,1259,840154,CA
E,9564602,1258,1239531,CA
E,9564605,1362,11348,OH
E,9564607,1261,1285008,CA
E,9564614,1263,a22780,NY
E,9564619,1264,06-1589253,CT
E,9564625,1265,1277974,CA
E,9564637,1266,A4389,MD
E,9564646,1267,1263100,CA
E,9564656,1268,2004081,PA
E,9564661,1269,1223961,CA
E,9564662,1270,1284066,CA
